Flow ID,Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Packet Count,Bytes,Label
2264-flow,2026-04-05 00:15:31,34.74.165.43,244.233.16.143,41762,443,6,243,14844,NetBIOS
2265-flow,2026-04-05 00:15:32,211.118.209.34,146.177.55.252,26718,80,17,210,9576,Normal
2266-flow,2026-04-05 00:15:33,180.67.182.117,15.1.178.39,37957,445,17,147,31087,Normal
2267-flow,2026-04-05 00:15:34,186.152.116.211,99.81.157.154,25823,445,6,350,37753,Normal
2268-flow,2026-04-05 00:15:35,231.146.121.22,187.21.154.185,39267,445,6,417,14964,Normal
2269-flow,2026-04-05 00:15:36,219.30.121.176,37.157.152.192,28464,445,17,180,13073,NetBIOS
2270-flow,2026-04-05 00:15:37,190.55.33.158,155.95.166.190,4452,389,17,462,6876,Normal
2271-flow,2026-04-05 00:15:38,50.33.34.30,153.77.73.232,13111,445,17,72,11906,Normal
2272-flow,2026-04-05 00:15:39,113.98.4.68,190.63.23.191,14656,445,6,160,931,Normal
2273-flow,2026-04-05 00:15:40,158.247.150.107,17.74.249.179,42522,80,17,44,5390,LDAP
2274-flow,2026-04-05 00:15:41,178.75.32.158,66.102.245.20,60215,80,6,279,47094,Normal
2275-flow,2026-04-05 00:15:42,188.49.126.184,86.66.122.90,14234,443,17,496,27098,Normal
2276-flow,2026-04-05 00:15:43,38.19.155.7,102.143.88.31,60940,389,6,391,11223,Normal
2277-flow,2026-04-05 00:15:44,114.254.30.51,63.52.51.81,61976,443,17,406,23881,Normal
2278-flow,2026-04-05 00:15:45,161.93.223.172,92.195.117.47,64494,445,17,213,23151,Normal
2279-flow,2026-04-05 00:15:46,231.164.162.85,233.72.19.235,49600,389,6,173,13410,Normal
2280-flow,2026-04-05 00:15:47,67.232.78.21,8.44.250.119,46488,443,6,282,44956,Normal
2281-flow,2026-04-05 00:15:48,44.177.93.71,81.210.222.76,56044,80,6,21,34087,NetBIOS
2282-flow,2026-04-05 00:15:49,86.1.50.124,189.143.121.224,8977,445,6,266,31768,Normal
2283-flow,2026-04-05 00:15:50,12.215.132.88,119.23.47.198,21664,445,6,225,11732,NetBIOS
2284-flow,2026-04-05 00:15:51,123.26.79.160,160.65.19.222,32892,80,6,183,25372,Normal
2285-flow,2026-04-05 00:15:52,249.87.14.166,201.135.13.108,50756,443,17,406,26945,LDAP
2286-flow,2026-04-05 00:15:53,197.118.155.186,2.66.149.12,6159,443,6,464,6664,LDAP
2287-flow,2026-04-05 00:15:54,42.231.193.102,120.35.74.55,9808,389,6,272,28320,Normal
2288-flow,2026-04-05 00:15:55,185.146.0.95,29.46.125.8,8571,445,17,438,8725,Normal
2289-flow,2026-04-05 00:15:56,54.224.48.93,61.241.254.164,6815,443,6,170,43826,Normal
2290-flow,2026-04-05 00:15:57,195.102.57.225,87.225.64.21,23411,443,17,400,9557,LDAP
2291-flow,2026-04-05 00:15:58,8.3.156.222,28.193.208.237,55341,443,6,202,20736,Normal
2292-flow,2026-04-05 00:15:59,176.78.130.163,200.215.77.201,30047,389,17,104,34281,Normal
2293-flow,2026-04-05 00:16:00,141.220.106.28,174.167.131.224,8126,80,6,450,14652,Normal
2294-flow,2026-04-05 00:16:01,247.242.195.193,53.116.219.172,46601,389,17,419,19365,Normal
2295-flow,2026-04-05 00:16:02,122.210.11.39,80.66.165.23,57045,445,17,483,23739,Normal
2296-flow,2026-04-05 00:16:03,152.3.80.1,162.101.167.126,57271,80,6,255,13463,Normal
2297-flow,2026-04-05 00:16:04,56.241.122.230,138.45.206.9,14542,443,6,255,14957,Normal
2298-flow,2026-04-05 00:16:05,24.103.47.32,183.101.150.194,63975,389,17,282,8008,Normal
2299-flow,2026-04-05 00:16:06,164.5.22.115,126.161.52.242,31614,445,17,147,20553,Normal
2300-flow,2026-04-05 00:16:07,208.86.101.120,191.219.226.225,23137,445,6,336,22545,Normal
2301-flow,2026-04-05 00:16:08,84.19.243.217,169.140.171.129,11531,445,6,197,44082,Normal
2302-flow,2026-04-05 00:16:09,156.104.90.146,86.39.158.77,16564,389,6,207,5798,Normal
2303-flow,2026-04-05 00:16:10,83.91.92.212,166.186.49.168,2346,389,17,58,14679,NetBIOS
2304-flow,2026-04-05 00:16:11,162.198.194.153,79.127.31.144,8665,445,17,383,6789,Normal
2305-flow,2026-04-05 00:16:12,113.163.224.141,147.39.75.149,6878,443,17,132,38570,LDAP
2306-flow,2026-04-05 00:16:13,83.174.153.79,154.222.166.136,25640,443,6,344,26974,Normal
2307-flow,2026-04-05 00:16:14,183.94.229.231,97.238.142.154,2245,445,17,158,25154,NetBIOS
2308-flow,2026-04-05 00:16:15,84.76.42.177,129.188.112.132,5058,443,17,166,26459,LDAP
2309-flow,2026-04-05 00:16:16,205.89.164.199,130.253.204.31,56530,80,6,157,41645,Normal
2310-flow,2026-04-05 00:16:17,39.174.169.227,31.51.184.1,61834,443,6,194,48355,Normal
2311-flow,2026-04-05 00:16:18,38.220.118.173,53.190.241.162,62879,80,17,86,23592,Normal
2312-flow,2026-04-05 00:16:19,193.88.247.17,7.186.158.133,37269,80,6,324,7654,Normal
2313-flow,2026-04-05 00:16:20,251.116.204.193,170.39.61.37,17994,389,6,500,24521,Normal
2314-flow,2026-04-05 00:16:21,165.218.166.194,129.26.17.42,38161,80,17,423,18009,Normal
2315-flow,2026-04-05 00:16:22,140.232.34.81,70.254.185.168,6926,445,6,253,33530,Normal
2316-flow,2026-04-05 00:16:23,160.182.39.39,193.142.236.102,21700,445,6,301,28254,Normal
2317-flow,2026-04-05 00:16:24,185.117.40.46,77.184.190.17,7761,80,6,272,33344,Normal
2318-flow,2026-04-05 00:16:25,252.164.89.224,22.144.154.17,36363,443,6,447,9148,Normal
2319-flow,2026-04-05 00:16:26,30.219.59.98,155.221.6.247,47242,443,6,476,26397,Normal
2320-flow,2026-04-05 00:16:27,43.55.36.66,147.72.125.140,47662,443,17,492,9790,Normal
2321-flow,2026-04-05 00:16:28,103.245.118.228,13.61.92.207,50489,445,17,185,33128,NetBIOS
2322-flow,2026-04-05 00:16:29,233.90.177.199,18.174.166.175,38369,80,6,449,22137,Normal
2323-flow,2026-04-05 00:16:30,149.187.60.221,86.67.17.109,47987,80,6,157,2449,Normal
2324-flow,2026-04-05 00:16:31,170.202.38.117,157.136.216.5,48245,80,6,497,34321,Normal
2325-flow,2026-04-05 00:16:32,202.100.96.86,8.250.135.150,48740,389,17,129,36566,LDAP
2326-flow,2026-04-05 00:16:33,158.56.169.195,67.75.136.22,1564,445,17,99,1185,Normal
2327-flow,2026-04-05 00:16:34,86.72.21.83,152.64.88.150,44690,445,17,105,40343,NetBIOS
2328-flow,2026-04-05 00:16:35,119.33.217.212,132.103.22.235,27581,389,6,365,37866,Normal
2329-flow,2026-04-05 00:16:36,247.191.161.32,164.253.217.181,35270,445,17,85,36568,NetBIOS
2330-flow,2026-04-05 00:16:37,109.191.228.73,129.65.153.35,14805,445,17,43,15777,Normal
2331-flow,2026-04-05 00:16:38,186.28.125.254,182.188.99.76,37311,445,6,205,9548,Normal
2332-flow,2026-04-05 00:16:39,70.99.210.25,34.75.82.43,2896,443,17,55,49424,Normal
2333-flow,2026-04-05 00:16:40,139.111.178.238,226.245.141.44,53102,445,17,116,14348,NetBIOS
2334-flow,2026-04-05 00:16:41,89.93.189.213,62.70.225.90,35231,389,6,422,45218,Normal
2335-flow,2026-04-05 00:16:42,246.209.235.99,34.61.76.252,30285,80,6,423,9064,Normal
2336-flow,2026-04-05 00:16:43,126.137.118.13,231.42.175.102,40795,445,17,428,27919,Normal
2337-flow,2026-04-05 00:16:44,169.242.24.99,129.136.152.6,33390,80,17,368,16249,Normal
2338-flow,2026-04-05 00:16:45,48.28.249.208,136.52.216.138,44818,443,17,354,26240,Normal
2339-flow,2026-04-05 00:16:46,2.126.171.252,251.56.31.56,35123,445,6,39,2686,Normal
2340-flow,2026-04-05 00:16:47,160.67.153.217,52.234.109.179,57268,80,17,399,47532,LDAP
2341-flow,2026-04-05 00:16:48,22.34.184.75,197.109.241.244,28219,443,17,408,31241,LDAP
2342-flow,2026-04-05 00:16:49,201.16.76.40,230.70.77.36,33704,445,6,389,28794,Normal
2343-flow,2026-04-05 00:16:50,133.22.179.169,216.114.222.154,3071,389,17,247,10381,LDAP
2344-flow,2026-04-05 00:16:51,71.205.6.195,37.241.97.23,28737,445,6,176,38077,Normal
2345-flow,2026-04-05 00:16:52,149.124.231.252,55.29.117.153,44815,443,6,67,49564,Normal
2346-flow,2026-04-05 00:16:53,155.58.68.173,142.63.55.120,22254,80,6,359,25820,Normal
2347-flow,2026-04-05 00:16:54,34.232.194.250,231.178.36.96,59759,445,17,25,29202,Normal
2348-flow,2026-04-05 00:16:55,81.182.171.230,85.193.139.131,54560,80,17,362,36150,LDAP
2349-flow,2026-04-05 00:16:56,162.165.15.68,222.34.177.5,46381,80,17,467,23573,LDAP
2350-flow,2026-04-05 00:16:57,188.247.55.198,137.226.238.116,50605,443,17,159,7484,Normal
2351-flow,2026-04-05 00:16:58,54.215.83.47,5.208.243.151,62481,389,6,45,7770,Normal
2352-flow,2026-04-05 00:16:59,179.191.7.97,181.116.178.43,64250,443,17,437,16508,Normal
2353-flow,2026-04-05 00:17:00,212.53.77.228,22.148.35.206,16835,80,6,312,30792,Normal
2354-flow,2026-04-05 00:17:01,85.212.50.183,237.254.76.59,42351,80,17,215,23947,Normal
2355-flow,2026-04-05 00:17:02,50.131.160.47,81.49.246.116,23644,445,6,208,41005,Normal
2356-flow,2026-04-05 00:17:03,198.110.169.231,72.36.98.118,8633,80,6,374,8655,Normal
2357-flow,2026-04-05 00:17:04,76.21.120.181,248.51.218.224,58252,445,17,259,6637,Normal
2358-flow,2026-04-05 00:17:05,98.169.87.255,195.155.132.35,6163,389,17,414,10819,NetBIOS
2359-flow,2026-04-05 00:17:06,150.14.153.170,67.36.182.235,38820,389,6,359,18513,Normal
2360-flow,2026-04-05 00:17:07,241.182.18.53,37.61.114.11,32559,443,6,174,48709,LDAP
2361-flow,2026-04-05 00:17:08,116.14.80.45,51.92.211.164,21766,445,6,76,30237,Normal
2362-flow,2026-04-05 00:17:09,8.53.226.156,31.102.59.167,8843,443,17,154,27615,Normal
2363-flow,2026-04-05 00:17:10,146.47.25.11,148.163.225.194,22076,389,6,378,27681,LDAP
2364-flow,2026-04-05 00:17:11,25.11.117.60,182.136.175.156,19222,445,17,334,4713,Normal
2365-flow,2026-04-05 00:17:12,23.189.237.41,173.43.126.41,49441,443,17,280,24654,LDAP
2366-flow,2026-04-05 00:17:13,167.221.104.85,96.245.254.231,59411,80,17,328,41591,Normal
2367-flow,2026-04-05 00:17:14,185.11.20.222,143.164.170.174,39732,80,6,332,3731,Normal
2368-flow,2026-04-05 00:17:15,117.201.190.48,143.157.178.120,56792,443,17,433,10075,Normal
2369-flow,2026-04-05 00:17:16,212.219.211.75,30.149.9.153,3904,389,6,163,4686,Normal
2370-flow,2026-04-05 00:17:17,131.211.115.212,146.184.160.107,10587,445,6,151,5835,Normal
2371-flow,2026-04-05 00:17:18,115.116.164.240,4.61.240.151,59777,80,17,387,7835,Normal
2372-flow,2026-04-05 00:17:19,230.2.149.48,183.32.186.160,55781,445,17,384,33583,LDAP
2373-flow,2026-04-05 00:17:20,165.86.101.216,181.164.170.193,20718,445,17,264,19724,Normal
2374-flow,2026-04-05 00:17:21,140.201.38.254,188.239.183.49,55231,445,17,102,28806,Normal
2375-flow,2026-04-05 00:17:22,165.180.33.227,68.161.225.85,51400,445,17,101,17505,Normal
2376-flow,2026-04-05 00:17:23,61.93.188.31,223.240.168.42,36037,80,17,455,49360,NetBIOS
2377-flow,2026-04-05 00:17:24,193.132.241.195,252.147.151.151,39855,389,6,456,12404,Normal
2378-flow,2026-04-05 00:17:25,158.205.33.120,156.6.95.59,56790,443,6,209,39690,Normal
2379-flow,2026-04-05 00:17:26,215.89.241.142,10.24.145.76,16867,445,6,337,41751,Normal
2380-flow,2026-04-05 00:17:27,249.196.119.3,142.251.125.201,63768,443,17,80,10203,Normal
2381-flow,2026-04-05 00:17:28,115.51.78.67,25.16.61.144,6951,80,6,420,22289,Normal
2382-flow,2026-04-05 00:17:29,146.84.195.39,184.16.130.50,1720,80,6,259,18786,Normal
2383-flow,2026-04-05 00:17:30,128.45.46.122,117.121.44.47,58239,389,17,62,14774,Normal
2384-flow,2026-04-05 00:17:31,120.236.16.204,74.137.205.159,45526,443,17,426,42300,Normal
2385-flow,2026-04-05 00:17:32,51.79.51.42,44.216.211.203,26386,389,17,259,41381,Normal
2386-flow,2026-04-05 00:17:33,70.12.112.104,100.138.178.221,38082,80,17,266,27253,Normal
2387-flow,2026-04-05 00:17:34,35.193.192.93,157.113.52.134,60039,445,17,282,29909,Normal
2388-flow,2026-04-05 00:17:35,21.3.215.69,16.62.210.103,61740,443,17,324,1695,LDAP
2389-flow,2026-04-05 00:17:36,16.12.150.170,150.169.245.19,8475,445,17,46,30397,Normal
2390-flow,2026-04-05 00:17:37,60.126.209.81,195.26.201.140,61974,445,17,480,41214,Normal
2391-flow,2026-04-05 00:17:38,116.136.121.116,242.223.212.122,1616,445,6,342,47409,Normal
2392-flow,2026-04-05 00:17:39,14.5.147.232,52.193.4.214,17772,80,6,71,42902,NetBIOS
2393-flow,2026-04-05 00:17:40,109.144.221.233,106.250.76.8,33942,445,17,102,45310,Normal
2394-flow,2026-04-05 00:17:41,227.216.168.235,76.187.181.184,22184,389,17,312,41735,Normal
2395-flow,2026-04-05 00:17:42,75.96.27.214,50.30.197.236,54443,443,6,499,19339,NetBIOS
2396-flow,2026-04-05 00:17:43,207.48.186.197,137.140.22.94,20291,80,6,349,29241,Normal
2397-flow,2026-04-05 00:17:44,112.229.88.225,236.210.75.2,36981,443,17,399,44801,Normal
2398-flow,2026-04-05 00:17:45,43.253.45.186,56.191.57.149,35589,445,17,376,20931,Normal
2399-flow,2026-04-05 00:17:46,63.233.71.132,38.217.58.210,51509,80,17,101,47152,Normal
2400-flow,2026-04-05 00:17:47,218.107.82.158,218.216.118.197,38443,443,17,83,48185,Normal
2401-flow,2026-04-05 00:17:48,80.145.141.85,230.34.217.79,26961,389,17,61,26229,LDAP
2402-flow,2026-04-05 00:17:49,10.71.200.57,108.88.63.34,10758,443,17,226,26414,Normal
2403-flow,2026-04-05 00:17:50,6.15.98.144,49.127.192.27,52887,389,17,446,14511,LDAP
2404-flow,2026-04-05 00:17:51,61.248.238.122,33.4.19.214,47891,389,6,74,37182,Normal
2405-flow,2026-04-05 00:17:52,223.178.153.186,200.246.131.243,28868,443,17,69,8688,Normal
2406-flow,2026-04-05 00:17:53,124.227.2.63,26.142.94.157,27099,389,6,389,26523,LDAP
2407-flow,2026-04-05 00:17:54,167.75.19.214,243.179.50.64,36085,443,17,470,42459,Normal
2408-flow,2026-04-05 00:17:55,172.99.113.36,142.60.102.65,60766,80,17,75,42078,Normal
2409-flow,2026-04-05 00:17:56,228.230.179.198,217.220.119.183,32414,443,6,441,12496,NetBIOS
2410-flow,2026-04-05 00:17:57,44.191.146.242,249.156.153.193,10021,445,6,158,44147,LDAP
2411-flow,2026-04-05 00:17:58,41.85.134.157,238.82.54.88,13105,389,6,272,16959,Normal
2412-flow,2026-04-05 00:17:59,211.45.182.186,125.94.14.142,61487,445,17,408,29566,Normal
2413-flow,2026-04-05 00:18:00,1.220.88.144,144.72.139.247,64259,389,17,200,22244,NetBIOS
2414-flow,2026-04-05 00:18:01,1.52.129.247,140.5.164.222,45855,445,17,151,3754,NetBIOS
2415-flow,2026-04-05 00:18:02,3.30.172.56,215.35.115.156,63758,80,17,480,21378,Normal
2416-flow,2026-04-05 00:18:03,102.37.117.152,228.43.231.76,31859,389,6,85,40474,Normal
2417-flow,2026-04-05 00:18:04,121.183.193.164,145.131.104.247,17012,445,17,143,28905,Normal
2418-flow,2026-04-05 00:18:05,244.101.0.210,89.14.49.146,12390,389,17,485,23145,Normal
2419-flow,2026-04-05 00:18:06,132.72.228.145,179.169.91.95,51732,80,17,414,46054,Normal
2420-flow,2026-04-05 00:18:07,254.131.138.55,214.84.184.26,29117,443,17,475,42144,Normal
2421-flow,2026-04-05 00:18:08,12.0.21.145,251.82.40.255,48833,443,6,40,35419,Normal
2422-flow,2026-04-05 00:18:09,163.23.218.6,164.142.38.123,47607,445,6,279,3147,Normal
2423-flow,2026-04-05 00:18:10,218.121.175.232,70.43.29.75,15309,80,6,391,223,Normal
2424-flow,2026-04-05 00:18:11,216.18.119.254,253.205.133.43,6236,445,17,196,28537,Normal
2425-flow,2026-04-05 00:18:12,154.248.204.46,191.208.212.152,32000,445,6,105,13729,Normal
2426-flow,2026-04-05 00:18:13,56.51.82.102,185.107.21.79,60210,389,6,160,14055,LDAP
2427-flow,2026-04-05 00:18:14,164.41.8.143,210.226.136.114,4179,389,6,204,6739,Normal
2428-flow,2026-04-05 00:18:15,181.100.102.93,195.178.113.195,58211,389,17,285,10263,Normal
2429-flow,2026-04-05 00:18:16,226.74.187.104,233.22.8.136,40049,389,6,255,18347,Normal
2430-flow,2026-04-05 00:18:17,248.170.236.142,196.195.68.225,15299,389,6,287,19966,Normal
2431-flow,2026-04-05 00:18:18,103.107.94.112,228.175.221.232,2131,80,6,49,34927,Normal
2432-flow,2026-04-05 00:18:19,214.28.98.93,132.135.56.55,35209,445,6,209,17761,LDAP
2433-flow,2026-04-05 00:18:20,47.181.126.112,173.62.76.160,9568,389,17,487,42346,Normal
2434-flow,2026-04-05 00:18:21,103.146.242.93,41.229.173.174,57298,445,17,164,31368,Normal
2435-flow,2026-04-05 00:18:22,163.39.101.196,184.40.202.127,63609,445,6,129,44312,Normal
2436-flow,2026-04-05 00:18:23,36.54.202.146,197.36.30.4,21213,389,17,241,46311,Normal
2437-flow,2026-04-05 00:18:24,142.17.211.241,99.168.233.239,32041,389,17,409,20344,Normal
2438-flow,2026-04-05 00:18:25,55.83.115.9,171.147.44.1,65358,443,6,62,5080,Normal
2439-flow,2026-04-05 00:18:26,157.60.85.36,210.26.123.95,43212,389,6,47,24454,Normal
2440-flow,2026-04-05 00:18:27,199.212.144.42,184.72.27.110,9127,445,6,21,8104,Normal
2441-flow,2026-04-05 00:18:28,156.96.31.71,157.192.40.160,55639,80,6,122,24152,Normal
2442-flow,2026-04-05 00:18:29,17.178.187.178,231.98.31.211,53302,80,17,297,13048,Normal
2443-flow,2026-04-05 00:18:30,227.32.162.215,233.176.155.101,45140,80,6,79,13051,LDAP
2444-flow,2026-04-05 00:18:31,212.23.229.138,115.94.247.204,64139,445,6,361,8267,Normal
2445-flow,2026-04-05 00:18:32,39.101.129.239,246.154.155.143,57069,80,17,325,35709,Normal
2446-flow,2026-04-05 00:18:33,73.162.140.239,166.179.181.67,39466,389,17,165,41400,Normal
2447-flow,2026-04-05 00:18:34,151.178.88.243,220.91.85.81,46609,80,17,440,26446,Normal
2448-flow,2026-04-05 00:18:35,1.251.28.32,117.170.52.156,28659,389,17,262,3860,LDAP
2449-flow,2026-04-05 00:18:36,210.131.168.201,89.85.165.78,51610,80,6,262,46164,NetBIOS
2450-flow,2026-04-05 00:18:37,159.125.207.248,27.135.121.16,64822,443,17,149,43021,LDAP
2451-flow,2026-04-05 00:18:38,135.211.64.154,60.187.201.65,12557,80,17,246,27808,LDAP
2452-flow,2026-04-05 00:18:39,25.29.6.108,203.125.194.2,20402,80,6,178,43459,Normal
2453-flow,2026-04-05 00:18:40,155.145.222.31,77.185.34.128,47476,80,17,276,47315,Normal
2454-flow,2026-04-05 00:18:41,191.25.174.61,206.234.208.209,21352,445,6,175,47928,Normal
2455-flow,2026-04-05 00:18:42,24.73.115.176,179.51.41.45,20795,80,6,231,36702,Normal
2456-flow,2026-04-05 00:18:43,221.69.68.62,10.141.63.139,43791,80,6,250,32991,Normal
2457-flow,2026-04-05 00:18:44,214.7.206.66,164.181.132.15,62038,80,6,477,24239,NetBIOS
2458-flow,2026-04-05 00:18:45,42.6.224.30,167.52.76.19,15981,445,17,203,6668,Normal
2459-flow,2026-04-05 00:18:46,49.209.231.135,191.39.220.72,18120,445,17,447,45696,LDAP
2460-flow,2026-04-05 00:18:47,251.138.98.100,39.205.139.203,34101,389,6,381,27442,Normal
2461-flow,2026-04-05 00:18:48,132.172.26.17,68.173.101.46,10927,389,17,499,23345,Normal
2462-flow,2026-04-05 00:18:49,114.203.34.164,113.102.230.169,51626,445,17,45,7042,Normal
2463-flow,2026-04-05 00:18:50,183.167.27.57,26.244.185.194,35657,389,17,144,6539,Normal
2464-flow,2026-04-05 00:18:51,162.97.126.18,138.144.26.100,12121,80,17,400,10526,Normal
2465-flow,2026-04-05 00:18:52,90.73.209.174,90.137.82.208,42904,389,6,59,101,Normal
2466-flow,2026-04-05 00:18:53,158.19.236.33,33.14.250.112,10495,80,6,184,12731,Normal
2467-flow,2026-04-05 00:18:54,112.189.194.122,227.23.217.109,62153,389,17,117,15616,Normal
2468-flow,2026-04-05 00:18:55,132.220.24.203,187.61.233.252,36046,389,17,153,12032,LDAP
2469-flow,2026-04-05 00:18:56,222.36.76.91,229.180.176.58,65484,80,6,36,27838,Normal
2470-flow,2026-04-05 00:18:57,2.239.208.35,113.104.162.94,21456,389,6,110,42851,Normal
2471-flow,2026-04-05 00:18:58,92.187.113.43,232.178.207.27,54501,80,17,116,32984,Normal
2472-flow,2026-04-05 00:18:59,36.150.170.81,57.255.173.208,53687,443,6,304,33892,Normal
2473-flow,2026-04-05 00:19:00,38.19.46.190,81.121.45.48,39587,80,6,108,4083,Normal
2474-flow,2026-04-05 00:19:01,59.228.234.79,152.103.73.147,58629,80,17,353,7538,Normal
2475-flow,2026-04-05 00:19:02,74.94.254.136,182.31.244.248,53794,445,6,331,21268,LDAP
2476-flow,2026-04-05 00:19:03,199.211.238.1,123.100.253.122,7622,80,6,348,27236,Normal
2477-flow,2026-04-05 00:19:04,233.194.133.217,78.114.189.30,21679,443,17,329,5472,Normal
2478-flow,2026-04-05 00:19:05,201.152.58.252,88.72.148.217,13738,389,17,173,21019,Normal
2479-flow,2026-04-05 00:19:06,182.144.220.253,166.70.57.147,57042,443,17,411,2373,Normal
2480-flow,2026-04-05 00:19:07,20.37.0.62,124.157.109.158,51943,443,6,496,35224,Normal
2481-flow,2026-04-05 00:19:08,2.242.176.61,151.39.205.249,29593,389,6,322,6781,Normal
2482-flow,2026-04-05 00:19:09,96.85.133.226,117.60.147.26,34263,80,6,458,45948,Normal
2483-flow,2026-04-05 00:19:10,204.104.174.206,99.174.254.121,41186,443,6,110,15699,Normal
2484-flow,2026-04-05 00:19:11,95.75.20.43,219.12.82.6,63040,443,6,30,42713,Normal
2485-flow,2026-04-05 00:19:12,247.69.144.239,10.229.106.180,38770,445,6,248,39625,LDAP
2486-flow,2026-04-05 00:19:13,136.206.23.246,72.208.50.75,9308,389,17,431,42632,Normal
2487-flow,2026-04-05 00:19:14,243.25.35.103,183.195.192.168,46473,389,17,413,27139,Normal
2488-flow,2026-04-05 00:19:15,110.54.146.155,132.116.15.195,12017,80,6,215,15264,Normal
2489-flow,2026-04-05 00:19:16,248.85.15.11,56.151.67.84,12606,445,6,125,1952,LDAP
2490-flow,2026-04-05 00:19:17,101.196.243.32,127.142.74.93,22597,80,6,90,11723,Normal
2491-flow,2026-04-05 00:19:18,207.214.220.176,229.214.134.108,11983,445,6,190,49604,LDAP
2492-flow,2026-04-05 00:19:19,98.91.89.5,94.203.6.210,54010,80,6,399,43730,Normal
2493-flow,2026-04-05 00:19:20,216.33.6.218,85.250.72.229,5338,443,6,338,19712,NetBIOS
2494-flow,2026-04-05 00:19:21,47.104.49.32,70.160.136.235,49480,389,17,477,41731,Normal
2495-flow,2026-04-05 00:19:22,221.74.55.131,204.164.125.163,5362,445,17,316,37214,Normal
2496-flow,2026-04-05 00:19:23,211.189.205.210,68.169.246.103,54198,443,6,439,16232,Normal
2497-flow,2026-04-05 00:19:24,174.247.22.211,229.121.155.42,50684,443,6,137,40804,LDAP
2498-flow,2026-04-05 00:19:25,238.2.43.231,215.243.128.150,45941,443,6,349,12737,Normal
2499-flow,2026-04-05 00:19:26,70.95.10.158,81.65.120.98,12233,443,6,299,25216,NetBIOS
2500-flow,2026-04-05 00:19:27,253.29.35.210,162.18.189.176,5114,80,6,190,22909,Normal
2501-flow,2026-04-05 00:19:28,202.192.83.200,32.248.185.185,30133,445,17,450,8738,Normal
2502-flow,2026-04-05 00:19:29,24.83.226.193,18.180.130.196,15859,443,17,112,14443,Normal
2503-flow,2026-04-05 00:19:30,11.53.142.44,16.160.250.136,45368,443,6,45,43370,NetBIOS
2504-flow,2026-04-05 00:19:31,135.150.86.184,254.134.183.247,58750,80,6,131,48492,Normal
2505-flow,2026-04-05 00:19:32,191.244.237.219,129.174.149.201,19435,443,17,432,19817,NetBIOS
2506-flow,2026-04-05 00:19:33,84.161.6.83,60.224.172.29,65173,445,6,278,15766,Normal
2507-flow,2026-04-05 00:19:34,89.196.44.173,99.180.98.173,3640,443,6,160,8113,Normal
2508-flow,2026-04-05 00:19:35,10.233.47.96,94.203.113.99,12702,80,6,69,13145,Normal
2509-flow,2026-04-05 00:19:36,231.160.42.173,121.247.13.128,38485,80,17,492,5139,NetBIOS
2510-flow,2026-04-05 00:19:37,99.183.200.144,205.59.60.43,34044,443,17,495,26824,LDAP
2511-flow,2026-04-05 00:19:38,17.2.203.15,111.244.196.227,57654,80,17,457,9618,LDAP
2512-flow,2026-04-05 00:19:39,41.242.49.20,167.162.104.93,61983,443,6,390,23263,Normal
2513-flow,2026-04-05 00:19:40,68.219.195.112,37.171.175.186,58071,445,6,300,24215,Normal
2514-flow,2026-04-05 00:19:41,220.126.60.210,60.6.133.27,61561,445,6,9,39652,Normal
2515-flow,2026-04-05 00:19:42,220.210.37.128,2.6.162.199,4882,443,6,403,17819,Normal
2516-flow,2026-04-05 00:19:43,158.176.12.137,63.210.90.212,40887,443,17,370,40283,Normal
2517-flow,2026-04-05 00:19:44,182.187.168.114,235.191.108.80,43977,445,17,296,1241,LDAP
2518-flow,2026-04-05 00:19:45,203.16.78.192,176.253.64.178,53898,445,6,487,12290,Normal
2519-flow,2026-04-05 00:19:46,8.255.6.48,1.209.167.178,44610,389,6,447,6162,Normal
2520-flow,2026-04-05 00:19:47,15.34.218.240,233.146.85.130,8466,80,17,218,215,Normal
2521-flow,2026-04-05 00:19:48,71.171.248.219,2.63.33.140,49024,389,6,174,42942,Normal
2522-flow,2026-04-05 00:19:49,45.101.116.127,224.223.92.84,19879,445,6,21,13503,LDAP
2523-flow,2026-04-05 00:19:50,110.138.191.24,202.240.144.164,13123,443,17,27,28664,LDAP
2524-flow,2026-04-05 00:19:51,168.28.101.157,216.248.38.3,48514,80,17,266,13892,Normal
2525-flow,2026-04-05 00:19:52,218.138.10.249,121.0.120.199,15704,80,17,477,22256,NetBIOS
2526-flow,2026-04-05 00:19:53,191.135.240.216,28.198.144.10,54554,443,17,180,29104,Normal
2527-flow,2026-04-05 00:19:54,146.221.174.144,157.178.100.19,41333,445,6,89,22357,Normal
2528-flow,2026-04-05 00:19:55,27.178.4.95,65.239.40.197,30543,389,6,57,35906,Normal
2529-flow,2026-04-05 00:19:56,30.210.113.52,69.91.133.235,55496,389,6,416,19452,Normal
2530-flow,2026-04-05 00:19:57,75.152.162.55,4.243.164.120,45842,389,17,285,20519,NetBIOS
2531-flow,2026-04-05 00:19:58,158.50.196.101,19.214.212.20,17803,389,6,500,12872,Normal
2532-flow,2026-04-05 00:19:59,27.229.34.93,251.255.154.126,23381,443,17,88,37128,Normal
2533-flow,2026-04-05 00:20:00,183.62.87.91,252.114.89.71,9614,445,6,476,25926,Normal
2534-flow,2026-04-05 00:20:01,234.64.223.18,9.18.252.29,48719,389,6,424,42162,Normal
